LOW_ESTIMATE,HIGH_ESTIMATE,MEAN_ESTIMATE,DURATION,DISTANCE,CATEGORY
13.0,18.0,15.5,780,3.89,UberSELECT
21.0,27.0,24.0,1800,7.84,uberX
25.0,32.0,28.5,1800,7.84,UberSELECT
20.0,26.0,23.0,1680,7.28,uberX
24.0,30.0,27.0,1680,7.28,UberSELECT
21.0,26.0,23.5,1440,8.23,uberX
25.0,31.0,28.0,1440,8.23,UberSELECT
11.0,15.0,13.0,900,3.84,uberX
13.0,17.0,15.0,900,3.84,UberSELECT
9.0,12.0,10.5,600,2.65,uberX
10.0,14.0,12.0,600,2.65,UberSELECT
12.0,15.0,13.5,900,4.0,uberX
14.0,18.0,16.0,900,4.0,UberSELECT
33.0,42.0,37.5,2820,13.5,uberX
39.0,49.0,44.0,2820,13.5,UberSELECT
13.0,17.0,15.0,1200,4.44,uberX
16.0,20.0,18.0,1200,4.44,UberSELECT
12.0,16.0,14.0,960,4.0,uberX
14.0,18.0,16.0,960,4.0,UberSELECT
11.0,15.0,13.0,900,3.66,uberX
13.0,17.0,15.0,900,3.66,UberSELECT
27.0,34.0,30.5,2400,10.62,uberX
32.0,40.0,36.0,2400,10.62,UberSELECT
18.0,24.0,21.0,1500,7.17,uberX
22.0,28.0,25.0,1500,7.17,UberSELECT
9.0,12.0,10.5,480,2.87,uberX
10.0,14.0,12.0,480,2.87,UberSELECT
15.0,20.0,17.5,1200,5.59,uberX
18.0,24.0,21.0,1200,5.59,UberSELECT
12.0,16.0,14.0,1140,4.11,uberX
23.0,30.0,26.5,1140,4.11,UberSELECT
17.0,22.0,19.5,1380,6.63,uberX
39.0,49.0,44.0,1380,6.63,UberSELECT
11.0,14.0,12.5,780,3.75,uberX
30.0,38.0,34.0,780,3.75,UberSELECT
10.0,13.0,11.5,420,2.48,uberX
25.0,32.0,28.5,420,2.48,UberSELECT
22.0,27.0,24.5,1440,6.14,uberX
63.0,78.0,70.5,1440,6.14,UberSELECT
10.0,13.0,11.5,720,3.15,uberX
36.0,45.0,40.5,720,3.15,UberSELECT
19.0,24.0,21.5,1080,5.34,uberX
58.0,72.0,65.0,1080,5.34,UberSELECT
20.0,25.0,22.5,1080,4.74,uberX
55.0,68.0,61.5,1080,4.74,UberSELECT
12.0,16.0,14.0,540,2.88,uberX
39.0,49.0,44.0,540,2.88,UberSELECT
31.0,39.0,35.0,2400,8.92,uberX
115.0,141.0,128.0,2400,8.92,UberSELECT
24.0,30.0,27.0,2160,8.62,uberX
113.0,139.0,126.0,2160,8.62,UberSELECT
15.0,20.0,17.5,840,4.15,uberX
55.0,69.0,62.0,840,4.15,UberSELECT
18.0,24.0,21.0,1080,4.18,uberX
61.0,76.0,68.5,1080,4.18,UberSELECT
35.0,43.0,39.0,1440,8.9,uberX
111.0,137.0,124.0,1440,8.9,UberSELECT
25.0,32.0,28.5,1260,5.8,uberX
84.0,104.0,94.0,1260,5.8,UberSELECT
25.0,31.0,28.0,1320,6.04,uberX
88.0,109.0,98.5,1320,6.04,UberSELECT
11.0,14.0,12.5,240,1.81,uberX
57.0,70.0,63.5,240,1.81,UberSELECT
15.0,20.0,17.5,1140,5.64,uberX
76.0,94.0,85.0,1140,5.64,UberSELECT
9.0,12.0,10.5,720,2.78,uberX
42.0,52.0,47.0,720,2.78,UberSELECT
12.0,15.0,13.5,960,4.06,uberX
54.0,67.0,60.5,960,4.06,UberSELECT
9.0,12.0,10.5,600,2.96,uberX
42.0,53.0,47.5,600,2.96,UberSELECT
10.0,13.0,11.5,600,3.3,uberX
48.0,59.0,53.5,600,3.3,UberSELECT
21.0,27.0,24.0,1680,7.74,uberX
120.0,148.0,134.0,1680,7.74,UberSELECT
13.0,18.0,15.5,780,3.46,uberX
59.0,73.0,66.0,780,3.46,UberSELECT
19.0,24.0,21.5,1500,6.6,uberX
106.0,131.0,118.5,1500,6.6,UberSELECT
18.0,23.0,20.5,1140,6.66,uberX
101.0,124.0,112.5,1140,6.66,UberSELECT
18.0,23.0,20.5,960,4.59,uberX
73.0,90.0,81.5,960,4.59,UberSELECT
33.0,41.0,37.0,2220,10.82,uberX
156.0,192.0,174.0,2220,10.82,UberSELECT
24.0,31.0,27.5,1860,9.18,uberX
139.0,171.0,155.0,1860,9.18,UberSELECT
24.0,30.0,27.0,2160,8.94,uberX
135.0,166.0,150.5,2160,8.94,UberSELECT
23.0,29.0,26.0,2100,8.72,uberX
128.0,158.0,143.0,2100,8.72,UberSELECT
29.0,36.0,32.5,2280,11.45,uberX
157.0,193.0,175.0,2280,11.45,UberSELECT
6.0,8.0,7.0,300,1.4,uberX
28.0,36.0,32.0,300,1.4,UberSELECT
28.0,35.0,31.5,2160,10.99,uberX
137.0,168.0,152.5,2160,10.99,UberSELECT
25.0,31.0,28.0,1620,9.92,uberX
108.0,133.0,120.5,1620,9.92,UberSELECT
6.0,8.0,7.0,180,1.16,uberX
23.0,29.0,26.0,180,1.16,UberSELECT
18.0,23.0,20.5,1140,6.95,uberX
71.0,88.0,79.5,1140,6.95,UberSELECT
15.0,19.0,17.0,720,5.57,uberX
55.0,68.0,61.5,720,5.57,UberSELECT
14.0,18.0,16.0,780,5.26,uberX
50.0,62.0,56.0,780,5.26,UberSELECT
13.0,17.0,15.0,960,4.79,uberX
47.0,59.0,53.0,960,4.79,UberSELECT
11.0,14.0,12.5,660,3.73,uberX
34.0,42.0,38.0,660,3.73,UberSELECT
14.0,18.0,16.0,840,4.98,uberX
40.0,50.0,45.0,840,4.98,UberSELECT
30.0,38.0,34.0,2520,13.02,uberX
72.0,90.0,81.0,2520,13.02,UberSELECT
14.0,18.0,16.0,1020,5.01,uberX
28.0,35.0,31.5,1020,5.01,UberSELECT
12.0,15.0,13.5,840,4.12,uberX
17.0,21.0,19.0,840,4.12,UberSELECT
28.0,36.0,32.0,1860,11.42,uberX
34.0,43.0,38.5,1860,11.42,UberSELECT
17.0,21.0,19.0,1020,6.58,uberX
20.0,25.0,22.5,1020,6.58,UberSELECT
6.0,9.0,7.5,300,1.64,uberX
7.0,10.0,8.5,300,1.64,UberSELECT
22.0,28.0,25.0,1380,8.68,uberX
26.0,33.0,29.5,1380,8.68,UberSELECT
13.0,17.0,15.0,960,4.62,uberX
16.0,20.0,18.0,960,4.62,UberSELECT
13.0,17.0,15.0,780,4.77,uberX
15.0,20.0,17.5,780,4.77,UberSELECT
11.0,14.0,12.5,660,3.83,uberX
13.0,17.0,15.0,660,3.83,UberSELECT
15.0,20.0,17.5,1080,5.82,uberX
18.0,24.0,21.0,1080,5.82,UberSELECT
7.0,10.0,8.5,420,2.12,uberX
9.0,12.0,10.5,420,2.12,UberSELECT
12.0,15.0,13.5,840,4.13,uberX
14.0,18.0,16.0,840,4.13,UberSELECT
6.0,8.0,7.0,240,1.05,uberX
6.0,9.0,7.5,240,1.05,UberSELECT
27.0,34.0,30.5,1860,11.28,uberX
32.0,41.0,36.5,1860,11.28,UberSELECT
11.0,14.0,12.5,600,3.87,uberX
13.0,17.0,15.0,600,3.87,UberSELECT
24.0,30.0,27.0,1560,9.62,uberX
28.0,35.0,31.5,1560,9.62,UberSELECT
27.0,34.0,30.5,1860,11.14,uberX
32.0,41.0,36.5,1860,11.14,UberSELECT
11.0,15.0,13.0,780,4.15,uberX
14.0,18.0,16.0,780,4.15,UberSELECT
9.0,12.0,10.5,540,2.78,uberX
10.0,14.0,12.0,540,2.78,UberSELECT
13.0,17.0,15.0,1020,4.67,uberX
16.0,20.0,18.0,1020,4.67,UberSELECT
23.0,30.0,26.5,1620,9.47,uberX
28.0,35.0,31.5,1620,9.47,UberSELECT
23.0,29.0,26.0,1620,9.26,uberX
27.0,35.0,31.0,1620,9.26,UberSELECT
14.0,18.0,16.0,960,4.89,uberX
16.0,21.0,18.5,960,4.89,UberSELECT
11.0,15.0,13.0,780,3.73,uberX
13.0,17.0,15.0,780,3.73,UberSELECT
26.0,33.0,29.5,1860,10.48,uberX
31.0,39.0,35.0,1860,10.48,UberSELECT
21.0,27.0,24.0,1380,8.5,uberX
25.0,32.0,28.5,1380,8.5,UberSELECT
26.0,33.0,29.5,1800,10.39,uberX
31.0,39.0,35.0,1800,10.39,UberSELECT
16.0,21.0,18.5,1020,6.16,uberX
19.0,25.0,22.0,1020,6.16,UberSELECT
19.0,24.0,21.5,1200,7.13,uberX
22.0,29.0,25.5,1200,7.13,UberSELECT
17.0,22.0,19.5,1140,6.3,uberX
20.0,26.0,23.0,1140,6.3,UberSELECT
31.0,39.0,35.0,2040,13.46,uberX
37.0,46.0,41.5,2040,13.46,UberSELECT
12.0,16.0,14.0,660,4.16,uberX
17.0,22.0,19.5,660,4.16,UberSELECT
9.0,13.0,11.0,600,3.03,uberX
14.0,19.0,16.5,600,3.03,UberSELECT
11.0,14.0,12.5,720,3.65,uberX
15.0,20.0,17.5,720,3.65,UberSELECT
21.0,26.0,23.5,1020,5.32,uberX
18.0,23.0,20.5,1020,5.32,UberSELECT
17.0,22.0,19.5,660,4.06,uberX
17.0,22.0,19.5,660,4.06,UberSELECT
27.0,34.0,30.5,900,6.25,uberX
34.0,43.0,38.5,900,6.25,UberSELECT
26.0,33.0,29.5,1080,5.65,uberX
35.0,44.0,39.5,1080,5.65,UberSELECT
17.0,22.0,19.5,960,5.11,uberX
32.0,40.0,36.0,960,5.11,UberSELECT
33.0,41.0,37.0,1560,9.6,uberX
56.0,70.0,63.0,1560,9.6,UberSELECT
16.0,21.0,18.5,600,3.91,uberX
30.0,37.0,33.5,600,3.91,UberSELECT
28.0,35.0,31.5,1020,5.83,uberX
44.0,55.0,49.5,1020,5.83,UberSELECT
12.0,16.0,14.0,360,2.43,uberX
24.0,30.0,27.0,360,2.43,UberSELECT
43.0,54.0,48.5,1380,9.94,uberX
77.0,96.0,86.5,1380,9.94,UberSELECT
15.0,19.0,17.0,660,3.25,uberX
33.0,42.0,37.5,660,3.25,UberSELECT
25.0,32.0,28.5,960,5.11,uberX
50.0,63.0,56.5,960,5.11,UberSELECT
22.0,28.0,25.0,1080,5.95,uberX
51.0,63.0,57.0,1080,5.95,UberSELECT
12.0,16.0,14.0,480,2.42,uberX
22.0,28.0,25.0,480,2.42,UberSELECT
14.0,19.0,16.5,780,4.16,uberX
23.0,29.0,26.0,780,4.16,UberSELECT
22.0,28.0,25.0,1320,8.88,uberX
37.0,46.0,41.5,1320,8.88,UberSELECT
18.0,23.0,20.5,1020,6.52,uberX
25.0,32.0,28.5,1020,6.52,UberSELECT
9.0,12.0,10.5,540,2.93,uberX
11.0,15.0,13.0,540,2.93,UberSELECT
13.0,17.0,15.0,900,4.44,uberX
15.0,20.0,17.5,900,4.44,UberSELECT
33.0,41.0,37.0,2100,14.28,uberX
39.0,49.0,44.0,2100,14.28,UberSELECT
13.0,17.0,15.0,780,4.67,uberX
16.0,20.0,18.0,780,4.67,UberSELECT
24.0,31.0,27.5,1620,9.99,uberX
29.0,36.0,32.5,1620,9.99,UberSELECT
23.0,30.0,26.5,1440,9.57,uberX
28.0,35.0,31.5,1440,9.57,UberSELECT
12.0,15.0,13.5,720,4.13,uberX
14.0,18.0,16.0,720,4.13,UberSELECT
19.0,25.0,22.0,1320,7.78,uberX
23.0,29.0,26.0,1320,7.78,UberSELECT
14.0,18.0,16.0,900,5.06,uberX
16.0,21.0,18.5,900,5.06,UberSELECT
28.0,35.0,31.5,1920,11.87,uberX
33.0,42.0,37.5,1920,11.87,UberSELECT
14.0,18.0,16.0,900,4.89,uberX
16.0,21.0,18.5,900,4.89,UberSELECT
13.0,17.0,15.0,600,4.86,uberX
15.0,20.0,17.5,600,4.86,UberSELECT
12.0,16.0,14.0,720,4.31,uberX
14.0,18.0,16.0,720,4.31,UberSELECT
25.0,31.0,28.0,1500,10.04,uberX
29.0,37.0,33.0,1500,10.04,UberSELECT
13.0,17.0,15.0,720,4.72,uberX
15.0,20.0,17.5,720,4.72,UberSELECT
22.0,28.0,25.0,1320,9.18,uberX
26.0,33.0,29.5,1320,9.18,UberSELECT
25.0,32.0,28.5,1620,9.97,uberX
30.0,38.0,34.0,1620,9.97,UberSELECT
26.0,33.0,29.5,1440,10.59,uberX
31.0,39.0,35.0,1440,10.59,UberSELECT
20.0,25.0,22.5,1140,7.49,uberX
24.0,30.0,27.0,1140,7.49,UberSELECT
19.0,25.0,22.0,1140,7.23,uberX
23.0,29.0,26.0,1140,7.23,UberSELECT
23.0,29.0,26.0,1320,9.42,uberX
27.0,34.0,30.5,1320,9.42,UberSELECT
9.0,12.0,10.5,540,3.03,uberX
11.0,14.0,12.5,540,3.03,UberSELECT
13.0,17.0,15.0,900,4.62,uberX
16.0,20.0,18.0,900,4.62,UberSELECT
11.0,14.0,12.5,540,3.8,uberX
13.0,17.0,15.0,540,3.8,UberSELECT
11.0,14.0,12.5,540,3.74,uberX
13.0,17.0,15.0,540,3.74,UberSELECT
9.0,13.0,11.0,480,3.12,uberX
11.0,15.0,13.0,480,3.12,UberSELECT
17.0,22.0,19.5,960,6.61,uberX
20.0,26.0,23.0,960,6.61,UberSELECT
14.0,19.0,16.5,900,5.35,uberX
17.0,22.0,19.5,900,5.35,UberSELECT
25.0,31.0,28.0,1500,10.46,uberX
29.0,37.0,33.0,1500,10.46,UberSELECT
9.0,13.0,11.0,540,3.06,uberX
11.0,15.0,13.0,540,3.06,UberSELECT
22.0,28.0,25.0,1200,9.06,uberX
26.0,33.0,29.5,1200,9.06,UberSELECT
15.0,20.0,17.5,960,5.48,uberX
18.0,23.0,20.5,960,5.48,UberSELECT
17.0,22.0,19.5,1080,6.55,uberX
20.0,26.0,23.0,1080,6.55,UberSELECT
6.0,8.0,7.0,120,0.74,uberX
6.0,9.0,7.5,120,0.74,UberSELECT
23.0,30.0,26.5,1500,9.5,uberX
28.0,35.0,31.5,1500,9.5,UberSELECT
14.0,18.0,16.0,1020,5.01,uberX
16.0,21.0,18.5,1020,5.01,UberSELECT
26.0,33.0,29.5,1620,10.59,uberX
32.0,40.0,36.0,1620,10.59,UberSELECT
20.0,26.0,23.0,1260,8.4,uberX
24.0,31.0,27.5,1260,8.4,UberSELECT
16.0,21.0,18.5,840,4.88,uberX
16.0,20.0,18.0,840,4.88,UberSELECT
23.0,29.0,26.0,1080,6.75,uberX
21.0,27.0,24.0,1080,6.75,UberSELECT
30.0,38.0,34.0,1380,10.01,uberX
28.0,35.0,31.5,1380,10.01,UberSELECT
24.0,30.0,27.0,1380,10.2,uberX
40.0,50.0,45.0,1380,10.2,UberSELECT
8.0,11.0,9.5,420,2.59,uberX
14.0,18.0,16.0,420,2.59,UberSELECT
12.0,16.0,14.0,780,4.34,uberX
17.0,22.0,19.5,780,4.34,UberSELECT
12.0,15.0,13.5,840,4.15,uberX
14.0,18.0,16.0,840,4.15,UberSELECT
10.0,13.0,11.5,540,3.52,uberX
12.0,16.0,14.0,540,3.52,UberSELECT
15.0,19.0,17.0,1020,5.62,uberX
18.0,23.0,20.5,1020,5.62,UberSELECT
20.0,25.0,22.5,1440,7.24,uberX
23.0,30.0,26.5,1440,7.24,UberSELECT
13.0,17.0,15.0,840,4.94,uberX
16.0,21.0,18.5,840,4.94,UberSELECT
24.0,30.0,27.0,1380,10.2,uberX
28.0,36.0,32.0,1380,10.2,UberSELECT
21.0,26.0,23.5,1440,8.57,uberX
25.0,31.0,28.0,1440,8.57,UberSELECT
20.0,25.0,22.5,1140,8.09,uberX
24.0,30.0,27.0,1140,8.09,UberSELECT
12.0,16.0,14.0,720,4.33,uberX
14.0,18.0,16.0,720,4.33,UberSELECT
12.0,16.0,14.0,720,4.69,uberX
15.0,19.0,17.0,720,4.69,UberSELECT
6.0,8.0,7.0,300,1.49,uberX
7.0,10.0,8.5,300,1.49,UberSELECT
23.0,29.0,26.0,1500,9.22,uberX
27.0,34.0,30.5,1500,9.22,UberSELECT
12.0,15.0,13.5,720,4.38,uberX
14.0,18.0,16.0,720,4.38,UberSELECT
13.0,17.0,15.0,840,4.99,uberX
16.0,20.0,18.0,840,4.99,UberSELECT
9.0,12.0,10.5,540,2.88,uberX
10.0,14.0,12.0,540,2.88,UberSELECT
12.0,16.0,14.0,780,4.44,uberX
14.0,18.0,16.0,780,4.44,UberSELECT
14.0,18.0,16.0,960,5.15,uberX
16.0,21.0,18.5,960,5.15,UberSELECT
9.0,13.0,11.0,540,3.22,uberX
11.0,15.0,13.0,540,3.22,UberSELECT
21.0,27.0,24.0,1320,8.67,uberX
25.0,32.0,28.5,1320,8.67,UberSELECT
6.0,8.0,7.0,180,0.91,uberX
6.0,9.0,7.5,180,0.91,UberSELECT
8.0,11.0,9.5,420,2.71,uberX
10.0,13.0,11.5,420,2.71,UberSELECT
12.0,15.0,13.5,600,4.19,uberX
14.0,18.0,16.0,600,4.19,UberSELECT
28.0,36.0,32.0,1620,11.38,uberX
34.0,42.0,38.0,1620,11.38,UberSELECT
11.0,15.0,13.0,780,4.13,uberX
13.0,18.0,15.5,780,4.13,UberSELECT
22.0,28.0,25.0,1440,9.13,uberX
26.0,33.0,29.5,1440,9.13,UberSELECT
9.0,13.0,11.0,540,3.22,uberX
11.0,15.0,13.0,540,3.22,UberSELECT
14.0,19.0,16.5,720,5.71,uberX
17.0,22.0,19.5,720,5.71,UberSELECT
26.0,33.0,29.5,1560,11.42,uberX
31.0,40.0,35.5,1560,11.42,UberSELECT
16.0,21.0,18.5,1020,6.37,uberX
19.0,24.0,21.5,1020,6.37,UberSELECT
20.0,26.0,23.0,1380,8.01,uberX
24.0,31.0,27.5,1380,8.01,UberSELECT
29.0,36.0,32.5,1620,12.82,uberX
34.0,43.0,38.5,1620,12.82,UberSELECT
6.0,9.0,7.5,300,1.7,uberX
7.0,10.0,8.5,300,1.7,UberSELECT
7.0,10.0,8.5,420,1.96,uberX
8.0,11.0,9.5,420,1.96,UberSELECT
9.0,12.0,10.5,480,2.83,uberX
11.0,14.0,12.5,480,2.83,UberSELECT
15.0,19.0,17.0,900,5.5,uberX
17.0,22.0,19.5,900,5.5,UberSELECT
13.0,17.0,15.0,780,4.77,uberX
15.0,20.0,17.5,780,4.77,UberSELECT
20.0,26.0,23.0,1200,8.49,uberX
24.0,31.0,27.5,1200,8.49,UberSELECT
11.0,15.0,13.0,660,4.24,uberX
14.0,18.0,16.0,660,4.24,UberSELECT
19.0,25.0,22.0,1140,8.06,uberX
23.0,29.0,26.0,1140,8.06,UberSELECT
14.0,18.0,16.0,780,4.9,uberX
16.0,21.0,18.5,780,4.9,UberSELECT
17.0,22.0,19.5,1080,6.79,uberX
21.0,26.0,23.5,1080,6.79,UberSELECT
26.0,33.0,29.5,1620,11.14,uberX
31.0,39.0,35.0,1620,11.14,UberSELECT
22.0,28.0,25.0,1320,9.5,uberX
26.0,33.0,29.5,1320,9.5,UberSELECT
25.0,32.0,28.5,1500,10.97,uberX
30.0,38.0,34.0,1500,10.97,UberSELECT
27.0,35.0,31.0,1680,11.87,uberX
33.0,41.0,37.0,1680,11.87,UberSELECT
6.0,8.0,7.0,180,0.91,uberX
6.0,9.0,7.5,180,0.91,UberSELECT
16.0,20.0,18.0,960,6.04,uberX
19.0,24.0,21.5,960,6.04,UberSELECT
15.0,20.0,17.5,900,6.05,uberX
18.0,23.0,20.5,900,6.05,UberSELECT
23.0,30.0,26.5,1440,9.98,uberX
28.0,35.0,31.5,1440,9.98,UberSELECT
8.0,11.0,9.5,480,2.86,uberX
10.0,13.0,11.5,480,2.86,UberSELECT
19.0,25.0,22.0,960,5.11,uberX
16.0,21.0,18.5,960,5.11,UberSELECT
47.0,58.0,52.5,1560,9.79,uberX
28.0,35.0,31.5,1560,9.79,UberSELECT
47.0,58.0,52.5,1560,9.88,uberX
28.0,35.0,31.5,1560,9.88,UberSELECT
9.0,12.0,10.5,480,3.03,uberX
11.0,14.0,12.5,480,3.03,UberSELECT
14.0,19.0,16.5,960,5.53,uberX
17.0,22.0,19.5,960,5.53,UberSELECT
21.0,27.0,24.0,1140,8.9,uberX
25.0,32.0,28.5,1140,8.9,UberSELECT
15.0,19.0,17.0,840,4.15,uberX
14.0,18.0,16.0,840,4.15,UberSELECT
13.0,17.0,15.0,960,4.98,uberX
16.0,20.0,18.0,960,4.98,UberSELECT
12.0,16.0,14.0,720,4.51,uberX
15.0,19.0,17.0,720,4.51,UberSELECT
12.0,16.0,14.0,720,4.42,uberX
15.0,19.0,17.0,720,4.42,UberSELECT
8.0,11.0,9.5,480,2.89,uberX
10.0,13.0,11.5,480,2.89,UberSELECT
10.0,14.0,12.0,540,3.71,uberX
12.0,16.0,14.0,540,3.71,UberSELECT
15.0,20.0,17.5,960,6.04,uberX
18.0,24.0,21.0,960,6.04,UberSELECT
20.0,26.0,23.0,1140,8.59,uberX
24.0,31.0,27.5,1140,8.59,UberSELECT
12.0,16.0,14.0,720,4.34,uberX
14.0,19.0,16.5,720,4.34,UberSELECT
6.0,8.0,7.0,180,0.91,uberX
6.0,9.0,7.5,180,0.91,UberSELECT
10.0,14.0,12.0,240,2.14,uberX
12.0,16.0,14.0,240,2.14,UberSELECT
11.0,15.0,13.0,720,4.3,uberX
13.0,17.0,15.0,720,4.3,UberSELECT
11.0,15.0,13.0,720,4.3,uberX
13.0,17.0,15.0,720,4.3,UberSELECT
6.0,8.0,7.0,300,1.45,uberX
7.0,9.0,8.0,300,1.45,UberSELECT
11.0,14.0,12.5,540,3.82,uberX
13.0,17.0,15.0,540,3.82,UberSELECT
11.0,14.0,12.5,660,4.04,uberX
13.0,17.0,15.0,660,4.04,UberSELECT
11.0,15.0,13.0,600,3.95,uberX
13.0,17.0,15.0,600,3.95,UberSELECT
12.0,16.0,14.0,840,4.54,uberX
14.0,18.0,16.0,840,4.54,UberSELECT
11.0,14.0,12.5,540,3.75,uberX
13.0,17.0,15.0,540,3.75,UberSELECT
30.0,37.0,33.5,1620,13.35,uberX
36.0,45.0,40.5,1620,13.35,UberSELECT
13.0,17.0,15.0,780,4.55,uberX
15.0,19.0,17.0,780,4.55,UberSELECT
6.0,8.0,7.0,180,0.94,uberX
6.0,9.0,7.5,180,0.94,UberSELECT
12.0,16.0,14.0,660,4.46,uberX
14.0,19.0,16.5,660,4.46,UberSELECT
25.0,32.0,28.5,1500,10.9,uberX
30.0,38.0,34.0,1500,10.9,UberSELECT
11.0,14.0,12.5,600,3.82,uberX
13.0,17.0,15.0,600,3.82,UberSELECT
21.0,27.0,24.0,1380,8.76,uberX
25.0,32.0,28.5,1380,8.76,UberSELECT
12.0,16.0,14.0,780,4.4,uberX
14.0,19.0,16.5,780,4.4,UberSELECT
10.0,14.0,12.0,720,3.69,uberX
12.0,16.0,14.0,720,3.69,UberSELECT
12.0,16.0,14.0,720,4.38,uberX
15.0,19.0,17.0,720,4.38,UberSELECT
20.0,26.0,23.0,1200,8.43,uberX
24.0,30.0,27.0,1200,8.43,UberSELECT
6.0,8.0,7.0,300,1.63,uberX
7.0,10.0,8.5,300,1.63,UberSELECT
30.0,38.0,34.0,1800,13.15,uberX
36.0,45.0,40.5,1800,13.15,UberSELECT
15.0,19.0,17.0,900,5.8,uberX
18.0,23.0,20.5,900,5.8,UberSELECT
8.0,11.0,9.5,420,2.65,uberX
10.0,13.0,11.5,420,2.65,UberSELECT
12.0,16.0,14.0,660,4.3,uberX
14.0,18.0,16.0,660,4.3,UberSELECT
29.0,37.0,33.0,1740,12.92,uberX
35.0,44.0,39.5,1740,12.92,UberSELECT
10.0,13.0,11.5,600,3.56,uberX
12.0,16.0,14.0,600,3.56,UberSELECT
11.0,14.0,12.5,720,3.79,uberX
13.0,16.0,14.5,720,3.79,UberSELECT
12.0,16.0,14.0,780,4.5,uberX
15.0,19.0,17.0,780,4.5,UberSELECT
12.0,16.0,14.0,600,4.96,uberX
15.0,19.0,17.0,600,4.96,UberSELECT
25.0,31.0,28.0,1740,10.23,uberX
29.0,37.0,33.0,1740,10.23,UberSELECT
23.0,29.0,26.0,1440,9.5,uberX
27.0,34.0,30.5,1440,9.5,UberSELECT
11.0,15.0,13.0,600,4.23,uberX
14.0,18.0,16.0,600,4.23,UberSELECT
13.0,16.0,14.5,720,4.75,uberX
15.0,19.0,17.0,720,4.75,UberSELECT
25.0,31.0,28.0,1500,10.58,uberX
29.0,37.0,33.0,1500,10.58,UberSELECT
27.0,35.0,31.0,1740,11.87,uberX
33.0,41.0,37.0,1740,11.87,UberSELECT
11.0,14.0,12.5,600,3.83,uberX
13.0,17.0,15.0,600,3.83,UberSELECT
19.0,25.0,22.0,1140,8.65,uberX
23.0,29.0,26.0,1140,8.65,UberSELECT
21.0,27.0,24.0,1320,8.55,uberX
25.0,32.0,28.5,1320,8.55,UberSELECT
25.0,31.0,28.0,1680,10.28,uberX
29.0,37.0,33.0,1680,10.28,UberSELECT
13.0,17.0,15.0,840,4.68,uberX
15.0,20.0,17.5,840,4.68,UberSELECT
27.0,34.0,30.5,1860,11.22,uberX
32.0,40.0,36.0,1860,11.22,UberSELECT
10.0,14.0,12.0,720,3.4,uberX
12.0,16.0,14.0,720,3.4,UberSELECT
10.0,13.0,11.5,720,3.11,uberX
11.0,15.0,13.0,720,3.11,UberSELECT
13.0,17.0,15.0,840,4.74,uberX
15.0,20.0,17.5,840,4.74,UberSELECT
11.0,15.0,13.0,780,4.03,uberX
14.0,18.0,16.0,780,4.03,UberSELECT
22.0,28.0,25.0,1680,8.47,uberX
27.0,34.0,30.5,1680,8.47,UberSELECT
13.0,17.0,15.0,900,4.48,uberX
15.0,20.0,17.5,900,4.48,UberSELECT
13.0,17.0,15.0,900,4.69,uberX
15.0,20.0,17.5,900,4.69,UberSELECT
23.0,29.0,26.0,1740,8.8,uberX
27.0,34.0,30.5,1740,8.8,UberSELECT
24.0,31.0,27.5,1860,9.4,uberX
29.0,36.0,32.5,1860,9.4,UberSELECT
11.0,14.0,12.5,720,3.74,uberX
13.0,17.0,15.0,720,3.74,UberSELECT
12.0,16.0,14.0,780,4.36,uberX
15.0,19.0,17.0,780,4.36,UberSELECT
11.0,14.0,12.5,720,3.85,uberX
13.0,17.0,15.0,720,3.85,UberSELECT
23.0,29.0,26.0,1740,8.95,uberX
27.0,35.0,31.0,1740,8.95,UberSELECT
22.0,29.0,25.5,1680,8.56,uberX
27.0,34.0,30.5,1680,8.56,UberSELECT
11.0,14.0,12.5,840,3.76,uberX
13.0,17.0,15.0,840,3.76,UberSELECT
21.0,27.0,24.0,1620,8.18,uberX
40.0,50.0,45.0,1620,8.18,UberSELECT
15.0,19.0,17.0,900,5.69,uberX
33.0,41.0,37.0,900,5.69,UberSELECT
7.0,10.0,8.5,480,1.89,uberX
18.0,23.0,20.5,480,1.89,UberSELECT
24.0,30.0,27.0,1860,9.66,uberX
65.0,81.0,73.0,1860,9.66,UberSELECT
21.0,27.0,24.0,1620,8.31,uberX
60.0,74.0,67.0,1620,8.31,UberSELECT
14.0,18.0,16.0,1200,4.46,uberX
39.0,49.0,44.0,1200,4.46,UberSELECT
11.0,14.0,12.5,660,2.92,uberX
29.0,36.0,32.5,660,2.92,UberSELECT
24.0,31.0,27.5,1860,9.19,uberX
80.0,99.0,89.5,1860,9.19,UberSELECT
17.0,22.0,19.5,1500,6.54,uberX
66.0,82.0,74.0,1500,6.54,UberSELECT
10.0,13.0,11.5,420,2.14,uberX
33.0,42.0,37.5,420,2.14,UberSELECT
14.0,18.0,16.0,1200,4.9,uberX
77.0,95.0,86.0,1200,4.9,UberSELECT
20.0,26.0,23.0,1740,7.23,uberX
115.0,141.0,128.0,1740,7.23,UberSELECT
11.0,15.0,13.0,840,3.77,uberX
62.0,77.0,69.5,840,3.77,UberSELECT
6.0,8.0,7.0,120,0.74,uberX
30.0,38.0,34.0,120,0.74,UberSELECT
23.0,30.0,26.5,1860,9.41,uberX
134.0,165.0,149.5,1860,9.41,UberSELECT
15.0,19.0,17.0,840,6.16,uberX
